id	pop	urban	black	white	asian	native	highschool	college	income	age
29195	23214	54.19	5.28	85.85	0.26	0.15	79.8	17.7	26082	37.4
29197	4396	0	1.07	97.66	0.00	0.07	87	9.6	22449	41.3
29199	4893	0	1.68	97.85	0.00	0.00	81.5	17.8	26285	39
29201	38994	58.45	12.12	85.69	0.08	0.37	75.8	13.7	26643	39.6
29203	8256	0	0.19	95.64	0.00	1.61	76.4	13.7	20928	44.8
29205	6148	0	1.82	97.40	0.07	0.02	88.6	13.4	24173	42.1
29207	29788	30.21	1.54	97.19	0.05	0.13	75	11.7	25805	42.2
29209	31197	11.31	0.14	96.51	0.03	0.84	83.4	16.8	21076	52.1
29211	6416	0	1.36	92.69	0.75	0.47	80.9	9.9	21243	41.4
29213	53853	56.14	0.86	92.54	0.81	0.66	86.6	20	22739	41.7
29215	25690	0.79	1.76	93.02	0.11	2.34	79.4	11.8	22568	41.5
29217	20836	41.74	0.96	95.79	0.68	0.47	84.1	14.3	22156	40.7
29219	33290	36.96	2.11	94.03	0.37	0.17	83	16.9	32185	40.4
29221	25002	19.52	2.38	94.80	0.04	0.38	70.3	7.7	28531	40.7
29223	13341	0	0.67	97.02	0.06	0.38	72.9	8.7	25081	46.8
29225	37075	26.07	1.24	95.45	0.30	0.41	82.2	14.7	27567	37.6
29227	2061	0	0.00	97.67	0.00	0.00	85.5	12.8	23778	47.9
29229	18378	23.37	0.63	96.74	0.34	0.16	76.3	11.3	21918	41.9
29510	316030	100	47.90	45.64	3.06	0.23	80.6	26.9	29603	34.8
30001	9317	49.85	0.09	95.27	1.65	2.24	91.8	30.4	24212	42.7
30003	13214	28.09	0.10	31.69	0.09	65.04	83.6	12.6	23750	30
30005	6609	0	0.23	47.30	0.00	49.46	85.4	17.2	25446	34
30007	5692	0	0.18	94.29	1.41	1.51	89.8	15.2	26932	46.7
30009	10340	0	0.01	97.08	0.23	1.29	91.3	28.5	25958	49.6
30011	1295	0	0.00	97.99	0.00	0.39	91.1	15.2	19391	51
30013	82049	80.18	1.22	88.78	0.88	4.48	90.8	23.9	28262	38
30015	5837	0	0.05	76.43	0.17	20.46	90.2	22.5	25017	41.1
30017	11980	82.09	0.36	94.54	0.38	2.56	91.2	19.2	26089	40.7
30019	1787	0	0.00	98.55	0.00	1.01	94.6	19.7	23910	46
30021	9431	72.43	0.66	94.85	0.19	2.52	89.6	18.4	32061	41.4
30023	9176	66.36	0.35	92.80	0.37	1.39	85.1	18.8	25493	47.3
30025	2913	0	1.30	95.64	0.86	1.20	88.1	15.7	30392	38.3
30027	11429	52.56	0.16	95.21	0.91	1.57	89.1	23	23022	46.9
30029	94696	48.52	0.26	94.79	0.52	1.61	92.1	26.7	28151	42.1
30031	97958	66.46	0.36	94.81	1.29	0.93	96	45	31002	33.2
30033	1061	0	0.00	99.91	0.00	0.00	91.1	14.1	27647	45.5
30035	13695	55.99	0.26	33.17	0.50	64.39	78.8	15.6	23693	31.1
30037	730	0	3.42	93.56	0.00	0.00	86.7	23.7	25139	54.6
30039	3212	0	0.06	96.54	0.06	0.59	90.8	23.9	22348	53.5
30041	16529	60	0.02	71.56	0.51	24.31	91.4	20.4	30230	34.5
30043	11601	0	0.07	94.91	0.27	1.64	92.2	32	30587	47.9
30045	1981	0	0.00	98.33	0.00	1.11	91.3	28.5	27168	52
30047	29311	16.57	0.25	68.12	0.41	25.29	89.3	25.2	24158	41.5
30049	65989	71.07	0.44	93.82	0.67	2.51	94.4	34.7	31948	41.2
30051	2292	0	0.00	96.90	0.00	1.27	73	17	26438	46.7
30053	19268	20.21	0.06	95.77	0.57	1.02	85.7	16.4	21483	51.4
30055	1678	0	0.00	92.19	0.54	5.72	91	18.6	25786	50.2
30057	7810	0	0.36	95.66	0.18	0.50	94.6	33.8	27555	52.7
30059	1960	0	0.00	97.30	0.00	1.17	82.3	15.8	18346	48.6
30061	4223	0	0.05	98.37	0.76	0.33	83	13.6	20738	52.4
30063	113101	77.67	0.43	92.12	1.26	2.46	92.6	38.4	28962	35.3
30065	4778	0	0.23	95.54	1.40	0.88	86.3	13.4	24159	48.5
30067	15843	52.26	0.32	96.14	0.07	0.85	89.4	31.4	26163	46.4
30069	445	0	0.00	100.00	0.00	0.00	92.2	13.8	23988	50.4
30071	4150	0	0.00	87.04	0.00	9.83	88.2	15.8	26777	47.3
30073	6166	41.9	0.39	81.50	0.41	15.26	86.6	19.3	25030	41.9
30075	1648	0	0.00	95.93	0.00	1.27	91.9	16.1	21325	52
30077	6928	45.78	0.42	91.87	0.98	4.20	89	18.7	20375	45
30079	1414	0	0.00	96.25	0.00	1.20	85.3	13.4	19323	51.2
30081	41130	15.37	0.08	95.77	0.56	0.55	90.7	25	24992	48.1
30083	11392	55.8	0.00	94.04	0.40	3.33	84.9	16.6	27387	38
30085	11230	60.27	0.05	36.68	0.20	54.61	89.1	17.3	32287	30.2
30087	9348	0	0.19	59.96	0.48	36.13	88.5	17.6	30564	36.3
30089	11375	0	0.16	91.92	0.48	3.81	86.6	15.6	21460	51.9
30091	3645	0	0.08	93.03	0.25	1.48	85.3	15.7	21106	47.2
30093	34560	88.56	0.58	94.70	0.88	2.26	91.2	22.9	27115	40.7
30095	9342	0	0.35	95.59	0.45	0.37	92	22.3	31558	46.6
30097	3634	0	0.19	95.32	0.83	0.00	92.8	28.8	26526	48.1
30099	6067	0	0.08	94.92	0.36	2.09	85.6	22.9	24173	44.6
30101	5114	57.04	0.06	90.89	1.88	5.40	87.4	17.4	26693	40.7
30103	846	0	0.00	92.08	1.42	1.30	87.2	20.9	23403	48.9
30105	7576	44.8	0.08	86.59	0.21	9.70	87.3	16.9	29082	44.3
30107	2109	0	0.00	96.49	0.00	1.56	81.8	16.4	23472	42.9
30109	1143	0	0.00	100.00	0.00	0.00	75.1	15.9	25852	51
30111	155344	83.31	0.65	90.76	0.68	4.47	91.4	29	30987	38.2
31001	31536	77.52	0.97	93.35	1.33	0.27	89.1	21.5	27715	37.7
31003	6421	0	0.26	97.77	0.28	0.34	89.8	16.5	25672	46.1
31005	437	0	0.00	97.48	0.00	0.00	93	17.9	23625	41
31007	793	0	1.26	96.47	0.25	0.00	94.1	25.1	22639	47.9
31009	580	0	0.00	98.62	0.52	0.00	95.7	19.8	21761	43.6
31011	5353	0	0.54	98.43	0.02	0.06	91.8	15.8	25580	45.4
31013	11279	75.04	0.27	92.85	0.33	3.21	89.1	19.5	30128	40.5
31015	2006	0	0.80	96.46	0.25	0.70	89.7	13.2	21581	51.4
31017	3022	0	0.03	97.65	0.46	0.17	88.3	16.8	21724	47.7
31019	48402	67.74	0.95	93.32	1.30	0.28	92.1	32	31378	32.6
31021	6594	0	0.73	95.60	0.49	1.53	90.4	18.3	27479	47.4
31023	8205	34.29	0.65	96.83	0.51	0.37	91.2	15.7	29991	44.1
31025	25463	27.04	0.79	96.63	0.60	0.17	93.8	23.5	35621	42
31027	8657	0	0.06	98.58	0.08	0.74	89.5	15.1	26069	44.5
31029	4061	0	0.02	98.20	0.00	0.00	89.2	14.6	24297	43.3
31031	5781	47.49	0.02	91.44	0.43	3.77	89.5	22.6	24850	43.7
31033	10090	63.74	0.07	95.67	1.23	0.40	93.5	27.1	32781	40.5
31035	6313	0	0.40	96.86	0.30	0.21	89.7	16.4	26769	43.6
31037	10499	59.49	2.68	89.60	0.09	0.93	73.2	12.7	28109	33.9
31039	9055	34.8	0.08	95.77	0.15	0.44	86.4	15.7	27905	44
31041	10784	32.33	0.61	97.17	0.84	0.12	90.7	18	27225	43.7
31043	20697	78.91	4.16	70.59	3.18	2.34	74.3	10.8	25907	34.1
31045	9082	60.06	1.00	89.24	1.04	2.84	91.4	36.5	23263	34.1
31047	23924	73.35	5.43	89.05	0.03	0.82	75.5	14.7	25815	36.3
31049	1932	0	0.00	95.86	0.16	0.72	90.4	18.2	25341	47.4
31051	5809	0	0.34	95.21	0.03	0.07	85.8	13	26777	42.4
31053	36679	74.87	0.71	95.50	0.62	0.66	84.8	17.3	28300	39.1
31055	543253	97.83	11.17	79.40	3.26	0.52	90	35.8	34681	34.1
31057	1823	0	0.16	98.30	0.00	0.05	91.7	25.9	28686	48.3
31059	5676	0	0.86	96.69	0.19	0.49	91.8	17.6	26081	47.5
31061	3076	0	0.23	98.34	0.13	0.13	88.2	16.3	25332	50.2
31063	2599	0	0.04	97.92	0.08	0.46	93.5	19.8	29330	44.9
31065	4850	0	0.19	96.93	0.14	0.56	86.5	16.3	26637	46.2
31067	21778	55.6	0.54	96.58	0.55	0.35	90.1	19.1	29461	44.8
31069	1930	0	0.16	97.20	1.30	0.26	88.8	20.2	21418	50.2
31071	1968	0	0.15	98.53	0.00	0.00	89.3	13.8	20723	51
31073	1977	0	0.00	98.53	0.40	0.51	94.4	16.4	23861	46.9
31075	647	0	0.00	100.00	0.00	0.00	95.1	17.3	22891	50.9
31077	2447	0	0.53	97.79	0.37	0.00	90.3	12.5	23125	45.8
31079	61105	85.38	2.17	90.88	1.15	0.41	82.6	16.3	28341	35.7
31081	9118	48.95	0.83	96.03	0.39	0.78	94.3	21.8	30656	42.5
31083	3465	0	0.55	95.93	0.17	0.38	90.6	16.9	26219	49.8
31085	1013	0	0.00	99.01	0.00	0.00	86.5	16.6	22257	47.7
31087	2866	0	0.14	99.58	0.00	0.17	88	13.7	21638	48
31089	10360	35.29	0.05	97.29	0.44	0.87	88.2	16.1	25824	45.3
31091	669	0	0.90	97.61	0.00	0.45	94.9	22.1	20921	59.5
31093	6365	0	0.11	96.95	0.22	0.03	90.9	13.9	27434	43.3
31095	7354	51.84	0.00	96.68	0.00	0.95	89.7	14.7	25846	45.7
31097	5167	0	6.15	87.15	1.20	1.35	82.3	11.8	26915	42.1
31099	6548	45.45	0.15	98.23	0.35	0.11	92.7	25	31135	40.1
31101	8103	52.87	0.52	96.30	0.63	0.60	88	19.5	28289	48.7
31103	736	0	0.14	97.69	0.41	0.00	91	14	22500	52.5
31105	3713	0	0.03	95.72	0.62	0.35	87.6	19.8	28574	46.6
31107	8551	0	0.19	87.10	0.54	9.55	88.2	17.5	23926	47.3
31109	301707	91.75	3.94	86.95	4.07	0.63	93.1	35.3	33660	33
31111	35777	69.48	1.01	95.47	0.63	0.30	92	19	30862	40.2
31113	830	0	0.24	97.11	0.00	0.24	97	18.8	28977	43.3
31115	542	0	0.00	97.97	0.00	0.55	92.6	10	23438	51
31117	425	0	0.00	98.12	0.00	0.00	86.7	24.3	28456	48
31119	35125	72.1	1.31	91.96	0.89	1.54	86.1	20	30336	36.8
31121	7793	41.11	0.90	96.07	0.04	0.10	90.3	13.5	27891	43.8
31123	4843	0	0.74	95.77	0.21	0.47	86.1	21	25753	41.6
31125	3607	0	0.08	99.61	0.03	0.22	85.2	11.6	30277	45.8
31127	7101	47.93	1.58	96.41	0.08	0.62	89.6	23	31225	37.8
31129	4352	0	0.09	97.75	0.62	0.18	90.5	12.4	21243	49
31131	15890	44.89	0.13	96.05	0.33	0.52	87.8	21.5	30681	41.8
31133	2695	0	0.00	97.40	0.00	0.22	88	14.8	26692	49.5
31135	2911	0	0.17	99.07	0.00	0.07	91.9	18.4	26610	43.9
31137	9236	58.12	0.13	96.81	0.19	0.12	92.3	22.7	29583	41.7
31139	7179	0	0.22	97.92	0.17	0.32	89.8	14.3	29261	41.7
31141	32703	68.57	0.28	95.83	0.62	0.11	89.7	18.9	31450	38.4
31143	5242	0	0.23	97.18	0.29	0.90	92.9	16.1	28125	45.6
31145	10884	68.41	1.61	97.12	0.33	0.32	91.7	21.6	26313	41.5
31147	8149	49.42	0.31	93.68	0.29	2.47	86.3	15.2	26379	47.4
31149	1407	0	0.28	96.02	0.21	0.00	92.1	23.3	27199	52.4
31151	14356	48.93	0.79	90.36	2.99	0.06	82.7	15.3	28768	36.6
31153	172460	94.73	4.07	88.65	2.28	0.37	94.6	36.1	39445	33.9
31155	20946	33.51	0.19	97.41	0.24	0.23	92.8	23.7	35236	41.1
31157	36599	70.18	0.85	93.32	0.66	1.09	86.1	19.5	26808	39.6
31159	17113	39.62	0.47	96.18	0.60	0.10	93.2	27.3	35635	38.1
31161	5259	0	0.49	83.70	0.68	8.59	90.3	22.6	25025	45.9
31163	3090	0	0.74	98.38	0.29	0.06	87.7	15.7	25333	49.7
31165	1274	0	0.31	94.43	0.24	0.00	94.3	26	24524	47.4
31167	6022	26.51	0.73	97.28	0.25	0.00	91.6	12	28476	41.1
31169	5163	0	0.14	97.62	0.00	0.25	88	16.1	25603	48.3
31171	675	0	0.00	96.30	2.07	0.15	93.3	16.2	28512	41.9
31173	6989	0	0.14	40.16	0.52	56.96	84.6	13.2	26596	28.4
31175	4240	0	0.28	98.66	0.00	0.19	91.2	17.1	25616	46.1
31177	20338	38.77	0.66	96.82	0.17	0.16	93.6	29.1	40048	41.2
31179	9414	57.92	3.28	95.27	0.38	0.31	91.6	28	30018	30.7
31181	3665	0	0.11	96.10	1.17	0.00	86.9	12.7	25702	47.6
31183	805	0	0.00	99.63	0.12	0.00	97.6	23.5	23333	50
31185	13842	55.86	0.81	95.33	0.18	0.53	90.6	21.5	28688	40.1
32001	24148	65.29	2.36	81.61	2.46	4.88	87.7	18.2	32567	38.8
32003	2070153	98.69	11.04	62.68	9.35	0.64	83.5	21.7	34517	36.7
32005	47426	68.45	0.68	89.50	1.18	2.07	91.2	25.9	36558	50.1
32007	52029	62.15	1.20	88.02	1.08	5.52	84.5	15.8	40835	33.5
32009	1069	0	0.00	92.89	0.00	1.50	84.1	21.1	27036	42
32011	1730	0	0.12	98.67	0.00	1.21	88.2	17.8	43036	47.1
32013	17091	62.12	0.48	86.72	0.46	4.76	80.9	13.4	38786	35.2
32015	5907	60.95	0.10	87.51	0.73	5.96	75	12.9	47242	37
32017	5155	0	2.85	87.72	0.93	3.51	83	15.8	38016	39.6
32019	51897	63.06	1.00	85.78	1.34	2.41	85.8	12.7	30837	43.7
32021	4519	68.08	1.19	62.71	3.32	23.48	86.3	8.2	39237	49.2
32023	43198	64.73	2.93	84.81	1.50	1.63	81.7	10.5	27372	51.2
32027	6690	0	4.81	84.98	1.18	2.72	79.4	12.4	33765	41.3
32029	3941	7.36	0.41	92.13	2.06	1.90	91.8	13.9	38250	54.4
32031	439914	95.73	2.30	80.50	5.39	1.57	86.4	26.7	34753	37.9
32033	9893	46.67	4.24	85.73	0.64	6.32	83.8	13.4	37681	39.1
32510	54412	95.16	1.08	81.63	3.04	2.60	88	21.6	32858	43.1
33001	60392	33.72	0.53	96.57	1.06	0.25	89.5	26.9	35382	46.5
33003	47416	9.8	0.36	97.30	0.67	0.13	90.6	30.3	30301	50.9
33005	76320	34.98	0.69	95.56	1.28	0.18	89.8	29.8	33368	42.2
33007	32219	33.76	1.98	96.36	0.08	0.31	84.8	16.1	28548	47.9
33009	89164	31.28	0.97	92.97	3.25	0.52	90.9	35.3	33848	42.4
33011	404948	78.81	2.35	90.70	3.69	0.11	90.5	34.5	41489	40.3
33013	147715	45.39	1.17	94.82	1.67	0.09	91.3	32.7	38056	42.7
33015	300365	75.1	0.74	95.19	1.88	0.10	93.5	36.6	43571	43.8
33017	125913	67.6	0.97	93.31	3.04	0.07	89.5	30	37143	37.1
33019	43051	35.84	0.60	96.42	0.79	0.44	89.9	25.9	32909	45.8
34001	274026	87.29	15.59	67.28	8.27	0.21	84.7	23.6	34684	40.8
34003	930310	99.9	5.89	70.79	15.84	0.19	90.9	44.5	50416	41.5
34005	450236	93.34	16.14	72.55	4.78	0.11	90.9	33.5	46720	41.3
34007	511145	98.38	19.59	63.00	5.65	0.23	85.4	27.9	40673	38.4
34009	95404	82.55	4.60	91.15	1.06	0.06	88.2	26.4	36975	48.4
34011	155744	76.97	19.84	63.76	1.33	0.75	75.8	13.3	32510	36.7
34013	792586	99.99	40.15	41.74	5.01	0.27	82	31.6	38932	37
34015	291286	91.65	10.32	81.88	3.00	0.06	89.5	26.9	45550	39.8
34017	668526	100	12.74	55.48	14.85	0.32	80.3	34.6	39617	34.7
34019	125708	50.43	2.62	91.16	3.61	0.05	94	47.5	57258	45.5
34021	371101	96.52	20.45	63.38	10.42	0.12	86.5	38.2	44563	38.5
34023	831852	99.33	9.93	60.44	23.60	0.19	88	38.4	47945	37.9
34025	627532	96.27	7.29	82.26	5.32	0.15	91.2	39.2	50037	42.6
34027	498215	93.23	3.16	81.49	9.95	0.11	93.1	48.4	54625	42.2
34029	586166	97.1	3.08	91.68	1.90	0.10	89.1	24.3	41040	42.8
34031	507204	97.59	12.41	63.43	5.23	0.44	81.5	25.2	36250	36.5
34033	64504	54.7	13.51	80.46	0.92	0.14	85.6	18.3	40630	41.8
34035	331686	94.21	9.26	67.95	16.56	0.20	92.7	49.8	54981	41.1
34037	144694	60.15	2.11	93.17	1.90	0.05	93	31.4	48387	43.8
34039	550436	100	21.24	57.38	4.83	0.26	84.3	31.2	41004	38.2
34041	107095	62.44	4.18	89.51	2.79	0.16	89.3	28.6	45381	43.1
35001	674777	95.8	2.91	72.30	2.40	4.63	86.2	31.5	32314	36.8
35003	3547	0	0.85	97.10	0.34	0.28	86	21.3	24882	58.1
35005	65610	75.75	1.76	80.26	0.80	1.42	76.3	15.7	24599	35.1
35006	27373	44.66	0.96	43.87	0.56	40.14	76.4	11.5	24609	35.8
35007	12716	47.64	0.47	85.25	0.53	2.16	86	19.9	23268	48.3
35009	50544	85.93	6.15	70.35	1.61	1.13	81.5	18.2	26091	30.8
35011	1977	0	0.00	71.57	0.20	0.00	79	19.7	26528	49.7
35013	213825	80.71	1.69	88.99	1.05	1.14	75.5	25.4	23688	32.6
35015	56369	79.15	1.39	90.80	0.46	1.25	80.2	15.1	31489	36.4
35017	28879	57.65	0.60	91.02	0.21	1.72	85.3	24.1	25874	46.4
35019	4469	55.92	1.50	84.11	0.00	1.68	80	7.4	21369	41.1
35021	565	0	0.00	92.04	0.00	0.18	89.8	18.2	28889	58
35023	4531	0	0.33	93.86	0.00	0.11	77.7	15.6	23779	42.3
35025	68930	78.97	3.42	87.59	0.16	0.78	72.7	12.9	30944	31.8
35027	19726	46.82	0.64	88.92	0.36	1.68	86.5	23.9	26164	50.9
35028	17895	88.76	0.53	86.45	5.85	1.25	99.3	64	60113	43.5
35029	24627	59.39	1.21	90.90	0.41	1.12	69.5	13.5	17791	38.4
35031	74346	42.62	0.51	16.02	0.99	75.62	69.6	10.9	23310	30.8
35033	4598	0	0.11	53.52	0.00	0.11	85.1	15.4	27800	41.3
35035	65333	70.41	3.59	76.95	1.30	7.03	85	17.7	25719	35.7
35037	8555	58.43	1.96	89.43	0.77	0.55	77.3	14.8	22750	46.5
35039	39924	50.24	0.55	58.33	0.37	15.61	78.6	16.1	28484	39.8
35041	19618	63.54	2.63	74.13	0.38	0.98	77.8	21.2	24437	29.7
35043	138117	82.94	2.08	70.00	1.41	12.45	90.3	28.4	35907	39.4
35045	122537	66.34	0.44	53.49	0.55	37.82	80.9	15	32406	34.8
35047	28350	53.1	1.94	50.05	1.03	1.34	81.9	23.3	25824	42.2
35049	147320	74.84	0.78	83.41	1.22	3.35	86.3	40	31045	45
35051	11442	66.05	0.64	91.67	0.24	0.77	83.9	16.8	25888	56
35053	17324	50.32	0.18	78.23	1.10	12.32	79.7	22.3	25746	35.8
35055	32961	41.55	0.32	75.65	0.84	6.75	88.3	30.1	23382	47.6
35057	15599	1.21	1.84	91.61	0.21	1.37	77.2	14	24864	43.7
35059	4292	0	1.77	78.01	0.12	3.29	84.1	17.8	23682	40.4
35061	75993	83.27	1.11	77.30	0.50	4.31	80.1	16.8	31090	38.9
36001	307891	90.3	12.51	76.56	6.05	0.15	90.7	37.6	40738	37.8
36003	47700	21.26	1.49	95.57	1.19	0.27	88.3	18.6	29447	38.5
36005	1436785	100	33.17	20.56	3.65	0.58	68.8	17.6	29744	33.3
36007	197381	73.94	5.59	86.39	4.09	0.21	88.3	25.1	31427	39.8
36009	78506	38.25	1.62	92.08	0.82	2.86	87.4	18.1	27880	41.5
36011	78783	44.22	4.32	92.14	0.49	0.38	84.8	18.4	32122	42.4
36013	131748	56.14	2.63	92.85	0.62	0.39	86.2	20.3	29912	42
36015	87742	75.82	5.86	88.31	1.56	0.45	87.6	20.9	31195	41
36017	49286	16.59	0.90	96.25	0.45	0.28	85	17	30029	44.1
36019	81505	35.84	4.27	91.30	1.35	0.20	84.2	21.7	32237	39.4
36021	61860	26.7	4.35	89.53	1.90	0.02	87	28.2	35810	47
36023	48713	55.73	1.64	94.20	0.93	0.14	89.1	24.3	32596	36.2
36025	46480	21.64	1.93	95.01	0.73	0.12	87	19.1	29850	46.5
36027	295905	74.6	10.36	78.85	3.76	0.42	89.1	32	42670	41.6
36029	922129	90.6	13.38	78.37	3.32	0.47	88.4	29.1	35016	40.4
36031	38598	25.14	3.09	93.10	0.48	0.28	88.7	25.5	31215	46.4
36033	51007	37.32	5.62	82.97	0.45	6.95	83.3	17.3	30214	40.1
36035	54297	49.63	1.62	94.87	0.70	0.29	83.2	14.3	29690	43
36037	59053	40.11	2.49	92.35	0.66	1.07	90.4	20.2	32121	43.2
36039	48069	26.86	6.74	89.57	1.01	0.35	85.7	19.2	31053	45.4
36041	4697	0	0.60	96.51	0.06	0.11	88.6	25.9	33180	53.5
36043	63558	48.19	1.10	96.12	0.50	0.20	86.4	18.2	30638	43.3
36045	117966	51.95	5.82	86.43	1.44	0.53	87.8	20.2	31732	32
36047	2606852	100	33.42	43.31	11.66	0.33	77.8	28.8	34571	34.5
36049	27107	13.15	0.84	96.84	0.45	0.18	86	14.4	29986	41.8
36051	64622	45.35	2.54	93.31	1.37	0.19	88.7	23.4	33654	40.4
36053	72089	41.05	2.05	94.91	0.86	0.58	88.5	23.7	33108	41.1
36055	749236	93.55	15.33	76.01	3.58	0.40	88.4	34.8	36249	38.6
36057	49667	59.06	2.09	88.24	0.74	0.11	82.7	15.9	31263	41.3
36059	1356801	99.81	11.47	69.71	8.72	0.23	89.7	40.9	50600	41.4
36061	1634989	100	14.97	56.81	11.78	0.38	84.6	57	52163	36.7
36063	213374	77.56	7.15	87.88	1.08	1.01	88.4	19.6	32598	42.9
36065	232858	67.02	6.10	85.99	3.79	0.18	86	21.5	32067	41.2
36067	468050	87.41	11.11	80.15	3.66	0.57	89.3	32	35660	38.8
36069	109450	52.53	2.49	93.20	1.20	0.38	91.5	31	35951	43.3
36071	376242	77.66	10.28	74.85	2.67	0.35	86.7	27.7	42306	36.9
36073	41938	39.12	6.26	89.78	0.66	0.35	84.2	15.1	30240	42.6
36075	120513	38.25	0.96	95.64	0.67	0.16	86.3	15.7	31585	39.5
36077	60979	29.43	1.81	94.04	1.22	0.27	88.3	25.5	29707	41.6
36079	99408	79.45	2.37	89.53	2.25	0.75	93.7	38	50139	43.4
36081	2310011	100	18.33	40.54	24.79	0.39	80	29.5	35460	37.9
36083	159959	69.49	6.21	86.91	2.46	0.13	89.2	26.7	37099	39.8
36085	473324	100	10.34	75.09	8.04	0.24	87.5	28.5	47169	39.6
36087	322642	99.28	12.58	70.80	6.07	0.19	87.9	40.7	47245	36.3
36089	111529	38.01	2.39	93.13	1.12	0.77	85.8	18.7	30679	38
36091	224929	70.04	1.59	93.57	2.66	0.17	91.8	34.6	41860	42
36093	154845	91.84	10.00	77.97	4.46	0.23	90	28.7	36954	39.9
36095	31667	17.15	1.54	95.75	0.81	0.10	86.5	21	33003	43.6
36097	18336	18.85	1.05	96.67	0.52	0.26	87.4	17.4	30964	46
36099	35036	41.34	4.80	91.63	0.74	0.35	83.7	18.1	31335	42.2
36101	98151	39.63	1.53	94.99	1.48	0.13	87.5	19.9	31524	42.3
36103	1498130	97.4	7.63	80.91	3.79	0.23	89.4	31.9	46323	40.9
36105	75818	25.83	8.57	81.75	1.58	0.24	83.9	20.3	31858	42.5
36107	49649	34.34	0.74	96.86	0.67	0.03	89.1	22.7	31464	43.9
36109	104268	56.66	4.04	80.75	10.20	0.29	92.4	49.7	35580	30.3
36111	180505	53.96	5.91	86.28	1.94	0.15	87.5	29.5	36325	43.4
36113	64911	66.07	1.15	96.14	0.92	0.26	89.6	27.3	32181	45.6
36115	62465	32.1	3.26	93.98	0.47	0.26	85.9	16.8	30465	43.2
36117	91874	39.3	3.14	93.24	0.68	0.18	86.7	21.5	32800	43.4
36119	969229	96.73	14.45	66.14	5.71	0.40	87.4	44.5	50442	40.5
36121	41239	35.92	5.53	91.61	0.34	0.36	85.5	14.8	31622	41.4
36123	25106	28.78	0.82	96.67	0.90	0.14	83.9	22.1	29296	41.5
37001	156372	71.44	18.57	70.70	1.42	0.40	81.4	21.4	30297	39.6
37003	37211	27.22	5.76	88.70	1.16	0.31	75.7	11.8	28354	42.4
37005	10868	0	2.41	91.42	0.16	1.56	71.4	16.1	19744	48.5
37007	25883	21.49	48.73	48.00	1.16	0.33	77.6	8.4	23581	39.9
37009	26992	15.14	0.72	93.93	0.31	0.34	76.8	17.2	24402	46.9
37011	17633	11.22	3.71	91.92	0.48	0.49	81.3	20.3	22536	44
37013	47513	34.4	25.95	70.42	0.12	0.11	81.5	19	27097	45.2
37015	20324	16.76	62.04	35.98	0.56	0.62	72.3	10.1	23247	45
37017	34454	8.77	35.08	57.56	0.06	2.37	74	9.8	26726	42.9
37019	119167	57.04	10.56	83.51	0.67	0.42	84.7	23.4	27666	50.9
37021	250112	75.92	6.28	88.81	1.19	0.35	87.2	31.2	29101	41.7
37023	89082	57.35	6.16	84.37	3.64	0.52	74.9	15.1	26409	43.3
37025	192296	80.75	16.74	73.88	2.73	0.30	85	23.5	35221	37.7
37027	81623	65.57	4.90	89.51	0.57	0.54	74.6	12.3	26807	43.5
37029	10228	0.45	14.18	82.64	2.01	0.22	88.4	19	38348	40.9
37031	68537	67.4	6.07	88.89	1.19	0.38	87.6	23.8	28798	46.9
37033	23094	0.81	32.55	62.39	0.58	0.18	75	11.1	24201	45.3
37035	155461	69.7	8.56	79.68	3.94	0.28	81.4	19.4	29626	41.1
37037	68778	34.08	11.95	80.40	1.42	0.27	83.8	35.1	31819	46.9
37039	27226	0	1.38	93.73	0.61	1.46	81.5	15.9	26322	50.4
37041	14556	32.38	33.59	62.95	0.25	1.22	77.4	15.7	24344	45.3
37043	10730	0	0.42	99.22	0.11	0.00	83	18.6	25375	50.8
37045	97113	44.21	20.75	75.48	1.00	0.23	79.5	15.7	28205	41.5
37047	57015	19.41	30.91	61.62	0.32	3.70	77.5	12	26517	41.6
37049	104190	72.29	21.47	70.50	2.69	0.67	87.5	21.3	29962	36.1
37051	325841	86.63	36.86	51.03	2.41	1.45	88.3	21.8	31107	31.5
37053	24864	1.69	6.23	90.45	0.48	0.56	84.7	17.2	32842	43.2
37055	35187	71.04	2.01	91.06	0.51	0.27	91.8	32.1	31642	45.3
37057	164058	52.62	8.99	86.47	1.34	0.41	79.1	16.3	30655	41.9
37059	41568	29.71	6.34	88.63	0.77	0.05	84.4	23.6	33095	44.3
37061	59121	13.54	24.90	64.53	0.31	0.19	69.7	10.1	24507	39.2
37063	294618	94.37	37.60	50.94	4.70	0.37	86.3	44.1	34596	34.6
37065	54669	54.69	56.70	38.42	0.11	0.40	76.7	10.1	25967	40.3
37067	364691	92.65	26.10	66.58	2.04	0.21	86.9	31.2	32262	38
37069	62989	14.68	25.77	67.33	0.41	1.28	80.1	15.2	30998	40.4
37071	211753	80.35	15.41	76.75	1.45	0.39	78.9	18.1	31099	40
37073	11615	0	33.03	63.39	0.57	0.83	82.6	10.5	31436	44.6
37075	8651	0	0.39	88.79	0.00	8.14	79.4	13	25945	44.8
37077	58341	45.25	30.78	61.26	0.43	0.61	79.9	13.8	31788	41.9
37079	21241	0	35.56	56.31	0.19	0.48	73.8	9.2	26040	39.8
37081	511815	87.31	33.57	56.39	4.57	0.45	86.9	32.4	32041	37.1
