id	pop	urban	black	white	asian	native	highschool	college	income	age
18161	7251	0	0.17	96.17	0.55	0.00	84.8	15.2	30885	43.1
18163	181692	90.83	9.00	86.02	1.06	0.22	87.1	21.8	31469	37.7
18165	15752	39.63	0.37	98.10	0.10	0.29	85.4	12.3	30133	43
18167	108099	76.24	5.86	87.46	1.90	0.23	84.8	21.3	29541	36.1
18169	32177	50.02	0.84	95.61	0.12	0.64	85.4	16.3	28837	42.1
18171	8309	22.9	0.69	98.03	0.01	0.14	83.2	13.1	32279	44.5
18173	61427	70.69	1.53	94.40	2.18	0.17	91.3	25.6	35124	40.6
18175	27792	23.15	0.05	98.23	0.16	0.34	79.6	10.5	27443	41
18177	67423	66.95	5.00	89.75	0.86	0.18	82.6	15.8	29497	40.9
18179	27836	49.44	0.72	96.88	0.69	0.32	89.4	14	30734	40.7
18181	24265	32.03	0.46	93.40	0.25	0.19	86.8	14.5	28906	42.3
18183	33354	28.84	0.39	96.84	0.37	0.46	90.2	16.6	32384	41.3
19001	7330	0	0.29	98.06	0.48	0.01	91.4	13.6	30998	46
19003	3822	0	0.50	97.33	0.86	0.10	89	15.6	26139	47.2
19005	14001	26.04	0.84	96.40	0.44	0.23	86.9	13.5	26023	45.1
19007	12602	41.75	0.48	97.52	0.49	0.05	87.1	16.6	26863	44.8
19009	5793	0	0.38	97.29	0.19	0.66	86.6	15	27126	48.3
19011	25720	19.34	0.54	97.77	0.31	0.04	92.6	17.8	34212	41.8
19013	132821	86.52	8.87	85.09	1.96	0.32	88.8	24.6	30230	34.8
19015	26411	49.37	1.23	97.00	0.14	0.23	92.1	19.6	32812	41.1
19017	24663	35.51	1.07	96.33	0.88	0.24	93.6	26.5	35415	38.9
19019	21031	31.46	0.34	97.57	0.49	0.36	90.5	18.5	31372	38.5
19021	20445	56.09	2.94	79.82	8.43	0.02	79.5	22.6	28344	35.4
19023	14933	0	0.30	98.09	0.56	0.29	88	14.9	30993	43.7
19025	9876	0	1.66	96.19	0.26	0.31	90.7	18	28198	45.4
19027	20555	47.96	1.42	97.15	0.08	0.07	89.6	20	30688	42
19029	13433	46.37	0.26	97.65	0.53	0.37	91.1	14.5	26236	44.6
19031	18389	16.58	0.59	97.08	0.81	0.15	92	18.6	32900	42.2
19033	43303	79.41	1.57	94.90	1.13	0.27	91.9	21.2	30181	44.3
19035	11752	38.62	0.71	97.27	0.42	0.48	92.6	19.2	30202	46.5
19037	12164	26.47	0.74	98.21	0.33	0.25	88.2	13.5	29610	44.2
19039	9273	51.9	0.29	94.44	0.84	0.00	84.8	12.9	28216	39.7
19041	16478	65.71	0.44	95.70	0.18	0.05	91.3	18.5	27257	41.7
19043	17735	3.4	0.62	97.98	0.45	0.23	90.2	14.9	27152	45.9
19045	47972	67.77	2.68	93.85	0.65	0.26	89.3	17	30316	42.2
19047	17147	48.2	1.67	92.43	0.29	1.18	79	15	28718	37.9
19049	78074	69.41	1.17	91.37	3.82	0.05	92.7	40.2	41774	35
19051	8768	0	0.18	98.14	0.27	0.00	81.8	17	29471	37.6
19053	8210	0	1.99	95.19	0.52	0.45	83	17.8	26231	36.8
19055	17445	28.53	0.19	98.33	0.36	0.03	91.3	14.6	30324	43.2
19057	40114	73.26	5.58	90.86	0.45	0.17	89.7	17.6	28334	42.2
19059	17046	64.95	0.36	97.51	0.30	0.25	93.3	27.2	30404	48.8
19061	96359	72.98	2.67	93.37	1.28	0.05	89.4	25.3	31306	38.5
19063	9820	60.1	1.44	96.16	0.31	0.47	86.9	18.1	29163	42.5
19065	20391	29.42	1.32	95.62	0.76	0.53	88.2	16.5	27244	43.1
19067	16004	47.27	1.70	94.75	1.64	0.41	91.6	14.9	27342	44.5
19069	10393	39.76	1.34	92.28	0.23	0.08	84.3	14.4	26757	42.5
19071	7019	0	0.58	96.38	0.00	0.71	91.1	17.4	31040	46.3
19073	9083	41.84	0.15	97.84	0.48	0.18	88.4	17.5	27369	45
19075	12373	0	0.34	98.35	0.62	0.03	91.2	21.6	31817	42.5
19077	10691	0	0.24	97.45	0.07	0.29	91.2	18.9	31676	45.9
19079	15227	49.52	0.64	93.34	2.54	0.00	90.3	16.4	31641	43
19081	11006	29.98	0.78	96.87	0.36	0.17	89.5	15.4	29899	44.2
19083	17324	28.92	1.24	95.91	0.68	0.20	90.5	20.2	30285	44.4
19085	14335	18.88	0.05	97.51	0.31	0.46	90.4	15.5	34094	44
19087	19941	42.87	2.10	91.90	2.65	0.29	89.2	19.9	28462	40.7
19089	9430	37.01	0.33	98.31	0.25	0.00	86.8	11.5	28238	42.1
19091	9607	53.42	0.16	98.01	0.29	0.20	88.8	15.9	29949	43.3
19093	7041	0	0.09	97.78	0.31	0.80	90.1	18.3	29945	44.7
19095	16326	17.82	0.64	97.83	0.16	0.05	91.9	19.2	33888	41.8
19097	19529	46.73	0.36	97.02	0.40	0.08	87.4	15	28825	44.6
19099	36715	42.49	1.50	95.80	0.52	0.19	90	16.6	30517	42.6
19101	17662	61.27	5.72	84.02	4.67	0.01	91.5	30.1	25617	41.1
19103	142006	81.46	6.10	83.26	6.15	0.14	95	50.8	36704	29.9
19105	20481	42.04	2.10	95.59	0.51	0.61	89.4	15.9	30586	43.8
19107	10234	0	0.01	97.97	0.50	0.07	89.7	13.8	28235	44.1
19109	15226	34.36	0.45	97.32	0.57	0.18	90	16.7	31192	45.9
19111	35172	59.38	2.58	93.56	0.38	0.14	86.3	14.8	27492	43.4
19113	218076	87.25	4.67	89.53	2.14	0.19	93.2	29.6	35962	37.2
19115	11251	0	1.26	92.56	3.37	0.28	81.5	13.1	28501	40.7
19117	8700	43.75	0.13	97.68	0.00	0.31	87.4	10.5	29229	45.5
19119	11730	0	0.05	97.06	0.25	0.60	85.9	15.9	29607	38.2
19121	15661	32.16	0.55	97.48	1.10	0.03	93	18.2	33789	40.9
19123	22324	56.05	1.50	95.69	1.07	0.13	88	17.9	30116	39.9
19125	33197	51.31	0.63	95.94	1.07	0.28	91.4	24	33402	39.2
19127	40735	66.07	1.25	83.49	3.09	0.24	85.7	18.7	31638	38.7
19129	14841	40.43	0.75	97.43	0.15	0.82	86.7	22.6	35528	42.8
19131	10757	32.8	0.08	97.87	0.37	0.24	89.6	16.6	31107	43.7
19133	9013	28.8	0.55	96.98	0.11	1.22	87.6	14.7	26243	47
19135	7964	44.83	0.08	97.30	0.23	0.00	88.3	15.1	30525	43.2
19137	10380	52.11	0.00	95.50	0.00	0.23	87.7	17.6	27013	45.2
19139	42949	74.45	1.73	91.39	1.10	0.15	84.3	19.8	31097	38
19141	14055	33.73	0.48	94.49	0.86	0.26	88.8	19.3	28295	43.4
19143	6154	41.63	0.41	95.40	0.41	0.18	86.5	16.3	28252	44.3
19145	15552	66.65	2.44	94.32	1.16	0.35	87.5	16.7	25043	44
19147	9155	38.51	1.81	96.48	0.50	0.13	87.2	16.1	26612	42.6
19149	24972	37.06	0.49	95.42	0.57	0.18	91.2	19.8	33068	41.5
19151	7061	0	1.46	95.99	0.23	0.08	91.7	16.4	27597	47.3
19153	459159	95.09	6.40	85.03	4.10	0.28	90.9	32.8	37013	35
19155	93198	73.58	1.45	94.32	0.68	0.33	88.5	17.3	32203	39.3
19157	18622	48.01	1.79	94.68	2.00	0.09	92.1	21.7	31152	41
19159	5054	0	0.22	97.17	0.42	0.40	90.3	20.8	27443	46
19161	10034	0	0.60	97.67	0.00	0.00	89.3	18.2	27432	45.9
19163	171116	86.49	7.75	85.90	2.41	0.29	90.5	29.7	33946	37.7
19165	11944	40.55	0.41	96.15	0.31	0.13	90.6	16.1	29359	47
19167	34621	49.18	0.42	92.86	0.71	0.23	86.5	22.4	30225	33.3
19169	94834	83.06	2.25	87.56	6.88	0.22	95.3	47.2	35615	25.8
19171	17423	27.6	0.51	88.63	0.34	7.40	88.1	16.5	30244	43.2
19173	6209	0	0.19	95.99	0.71	0.26	87.3	12.3	27038	43.4
19175	12539	60.77	0.99	97.36	0.65	0.28	89.4	15.6	26478	40.3
19177	7380	0	0.58	97.95	0.04	0.09	86.1	13.5	26311	44.8
19179	35242	69.53	2.36	90.81	0.92	0.19	83.7	14.9	27428	39.5
19181	48170	58.04	0.40	96.78	0.48	0.23	94.6	26.7	38448	38.2
19183	22115	30.54	0.88	96.46	0.47	0.22	89.1	19.4	30901	41.2
19185	6403	0	0.64	97.83	0.06	0.33	84.4	10.8	25621	43.9
19187	37050	66.09	4.51	91.53	1.17	0.38	88.3	18	30759	39.5
19189	10580	33.88	0.75	95.35	1.12	0.77	89.9	19.3	30018	42.8
19191	20789	41.02	0.86	96.80	1.17	0.20	91.2	26.3	31111	40.6
19193	102426	82.54	3.07	86.20	2.76	1.53	85.4	20.8	29837	35.3
19195	7562	0	0.90	97.16	0.19	0.08	89.8	16	29701	44.6
19197	12891	43.2	0.49	93.26	0.57	0.20	88.7	15.7	28376	44.4
20001	12951	42.85	1.89	93.56	0.16	0.27	89.3	17.7	28555	41.7
20003	7858	41.18	0.13	95.50	0.00	2.24	87.3	15.9	27405	42
20005	16557	65.85	3.94	90.74	0.22	0.50	87.8	22.3	31519	36.6
20007	4831	0	0.72	95.69	0.56	0.37	91.8	18.7	27519	44.3
20009	27214	68.24	1.31	92.25	0.19	0.28	85.6	20.5	27372	40.1
20011	14751	52.03	3.50	92.88	0.83	0.92	86.5	20.4	26466	38.1
20013	9810	31.56	1.55	85.71	0.66	8.30	88.3	16.3	24237	42.9
20015	66264	59.53	2.23	93.70	0.79	0.92	91.9	24.8	36075	38
20017	2694	0	1.19	95.66	0.00	1.60	90.4	18.8	25434	46.2
20019	3470	0	0.26	87.69	0.00	6.77	87	17	28763	49
20021	20737	50.94	0.61	90.41	0.30	3.21	86.6	14.5	25227	41.7
20023	2679	0	0.00	93.39	1.49	0.00	86.5	16.4	21875	48.5
20025	2131	0	0.94	91.55	0.75	1.83	91.7	19.7	26729	44.5
20027	8346	50.46	0.72	96.36	0.55	0.59	91.2	18.9	27801	42
20029	9302	56.02	0.76	94.90	0.71	0.30	89.1	15.2	24228	41.5
20031	8433	29.1	0.92	95.85	0.68	0.76	91.5	20	29241	44.4
20033	1898	0	0.00	97.00	0.68	0.00	92.7	16.4	25744	47
20035	35977	69	3.22	87.66	1.61	2.20	86.5	19.5	27826	38
20037	39281	65.07	2.31	92.03	1.71	0.53	88.2	26.3	28011	32.5
20039	2886	0	0.42	96.19	0.00	0.66	91.1	17.6	20926	52.1
20041	19384	35.71	0.89	94.62	0.31	0.91	90.2	19.9	29503	41.7
20043	7793	29.8	3.76	92.12	0.23	1.14	86.9	16.3	29587	39.6
20045	116352	88.99	3.85	83.76	4.59	2.20	95.1	48.3	33597	29.1
20047	2975	0	1.34	94.52	0.27	0.13	82.9	21.1	29443	45.4
20049	2635	0	0.11	94.38	0.49	1.97	87.8	17.1	23906	50.8
20051	29032	74.44	1.08	95.14	1.41	0.14	91.7	33.6	30448	32
20053	6375	45.9	4.55	89.54	0.41	0.75	90.6	19.8	25709	43.8
20055	36983	81.42	2.40	75.88	4.11	0.89	69.8	17.3	29774	30.5
20057	34492	80.7	2.30	88.98	1.33	0.41	69.5	17.2	27044	31.1
20059	25663	47.9	1.62	92.80	0.08	0.42	90.1	18.5	31910	39.3
20061	36818	88.33	16.95	70.00	3.07	0.97	91.1	19.4	31022	26.2
20063	2682	0	0.97	96.09	0.78	0.41	91	16.9	24336	47.7
20065	2577	0	3.03	91.93	1.47	0.16	91.6	24.2	26113	50.3
20067	7748	80.2	0.00	80.09	0.00	0.30	77.6	15.9	33407	32.6
20069	6037	0	0.61	98.38	0.00	0.00	74.7	19.8	30719	35.8
20071	1235	0	0.65	89.88	0.16	0.49	90	20.7	31495	49
20073	6304	38.74	0.16	95.11	0.00	0.21	90.5	14.6	27809	48.6
20075	2567	0	2.38	87.03	0.00	0.08	80.9	14.9	26017	32.8
20077	5798	0	0.12	96.52	0.00	2.22	86	16.3	27206	43.2
20079	34814	69.08	1.77	93.45	0.69	0.61	90.4	25.5	31302	38.7
20081	4087	0	0.00	87.67	0.24	2.72	77.2	14.8	31315	36.2
20083	1919	0	0.00	96.93	1.67	0.16	91.1	22.9	30078	48.9
20085	13365	24.1	0.58	86.85	0.61	6.96	92.2	17.7	32815	41.3
20087	18880	1.18	0.59	95.66	0.00	0.73	91.8	22.2	34766	43.7
20089	3003	0	0.13	97.04	0.53	0.20	90.7	18.9	24211	51.2
20091	572428	96.17	4.45	86.83	4.56	0.26	95.6	51.1	44445	37.1
20093	3943	0	0.86	81.69	0.43	0.63	75.9	12.3	32284	35.1
20095	7697	37.9	0.43	97.02	0.01	0.61	88.7	20.2	31508	45.4
20097	2520	0	1.39	94.56	1.43	0.16	89.7	20.9	26039	40.8
20099	20833	47.66	3.32	88.48	0.28	0.96	86.2	17.8	26121	40.9
20101	1687	0	0.53	98.76	0.00	0.41	87.8	22.2	32063	43
20103	78785	70.94	8.74	83.25	1.55	0.73	91.4	28.8	36215	37.3
20105	3134	0	0.96	97.61	0.16	0.64	88.5	17.1	27158	46.1
20107	9524	0	0.65	96.23	0.35	0.90	86.8	13.5	31040	43.4
20109	2800	0	0.00	95.43	0.11	0.43	91.4	18	29146	41.3
20111	33401	73.7	2.46	88.44	2.02	0.46	83.6	23.5	25836	32.8
20113	29164	56.5	1.03	94.71	0.63	0.54	88.1	25.1	32551	41.8
20115	12213	22.24	0.69	95.52	0.23	0.73	89.8	19.5	28592	45.1
20117	9963	29.03	0.40	96.74	0.41	0.24	88.7	12.7	27387	45.2
20119	4310	0	0.90	88.86	0.88	0.00	85.9	20.9	30908	39.6
20121	32787	49.05	1.38	95.68	0.39	0.62	92.4	23	37565	40.8
20123	6299	51.7	0.35	97.68	0.95	0.29	91.9	20.8	30016	43.8
20125	33765	56.58	5.22	85.48	0.97	3.20	86.4	18.6	27111	40
20127	5694	0	0.09	95.89	0.53	0.12	90.1	16.6	27412	47.7
20129	3033	0	0.63	85.66	0.13	0.16	89	19.1	30162	41
20131	10177	24.76	0.63	97.16	0.32	0.45	89	17.1	29565	41.2
20133	16358	54.86	0.92	95.07	0.15	0.33	87.1	16.2	24927	39.9
20135	3047	0	0.49	98.10	0.16	0.16	90.8	18.9	27869	46.8
20137	5558	51.01	2.70	91.83	0.34	0.56	89.6	17.3	25965	43.7
20139	16001	16.47	0.26	96.11	0.26	0.52	91.1	19.4	30642	42.7
20141	3746	0	0.80	97.12	0.77	0.53	87.3	18	22021	48.3
20143	6004	0	0.08	96.72	0.17	0.27	90.7	19.6	28130	42.2
20145	6840	68.32	4.66	90.41	0.00	0.18	88	16.9	26434	43.7
20147	5484	46.24	0.35	96.54	0.27	0.16	89.7	17.1	26970	44.9
20149	22920	41.08	1.28	93.99	0.79	0.85	92.7	28.4	33986	34.8
20151	9729	67.79	0.43	94.75	0.27	1.44	89.5	22.7	29406	38.8
20153	2557	0	0.23	96.40	0.12	1.49	91.7	19.8	23500	50.3
20155	63803	68.7	2.97	92.03	0.56	0.61	87.7	18.8	27909	40.1
20157	4768	0	0.13	97.34	0.69	0.13	95	18.6	26286	50.9
20159	9949	36.22	2.01	90.96	0.61	0.21	88	20.9	25190	37.7
20161	75026	86.15	6.46	82.82	4.86	0.41	94.2	42.3	32999	24.9
20163	5160	0	0.48	96.86	0.66	0.21	90.4	20.4	26089	43.7
20165	3144	0	0.03	97.58	0.35	0.38	87.3	16.2	26392	48.3
20167	6988	58.94	1.14	95.51	0.00	0.39	90.1	20.4	27348	47.4
20169	55547	85.41	3.29	87.45	2.42	0.35	88.3	23.6	29637	37.6
20171	4958	73.89	0.00	94.86	0.61	0.85	89.4	20.3	34052	41.5
20173	508221	92.34	9.09	79.80	4.32	0.97	87.7	27.5	33859	34.8
20175	23185	88.57	4.28	59.81	2.94	0.76	67.6	13.5	26571	29.2
20177	178567	84.18	7.64	82.78	1.16	0.88	90	28.9	32489	38.8
20179	2522	0	0.16	98.06	0.00	1.39	92.6	21.8	26616	46.5
20181	6038	75.76	1.09	92.80	0.66	0.38	90.1	19.1	26537	38.1
20183	3701	0	0.19	98.92	0.19	0.00	88	14.9	24443	51.2
20185	4284	0	0.82	95.40	0.40	0.28	87.7	20.7	26560	43
20187	2115	0	0.85	81.32	0.33	0.28	70.5	14.2	26121	39.2
20189	5738	68.76	0.12	86.18	0.23	0.78	79	13.9	31282	34.9
20191	23509	37.15	0.99	94.44	0.26	1.24	90.7	18.7	31114	40.5
20193	7909	69.15	1.30	93.99	0.34	0.90	86.8	23.4	27133	36.2
20195	2927	0	0.14	96.86	0.48	1.37	88.7	22.2	26161	50.4
20197	6960	0	0.30	96.03	0.20	0.36	94.2	21.8	32217	43.1
20199	1584	0	0.00	96.97	0.06	0.38	87	23.4	25625	42.5
20201	5613	0	0.48	96.65	0.16	0.29	87	18.2	25393	46.3
20203	2168	0	0.37	93.77	0.00	1.01	80.7	15.9	24100	40.5
20205	8956	27.31	0.48	94.83	0.64	0.73	82.3	10.7	24047	44
20207	3186	0	0.63	94.13	0.25	0.38	90.3	12.8	23154	47.5
20209	161777	93.94	23.83	61.37	3.64	0.65	78.6	15.2	28690	33.5
21001	19156	24.54	3.10	94.82	0.25	0.14	68.7	14.4	25353	40.8
21003	20421	21.3	1.52	96.47	0.35	0.03	73.6	10.6	26069	40.3
21005	21867	58.3	2.55	95.40	0.38	0.00	87.2	17.3	34269	40.6
21007	8216	0	3.63	94.22	0.46	0.44	81.2	10.7	28240	42.9
21009	43287	36.72	4.09	92.82	0.47	0.30	77	15	27419	40.2
21011	12113	0	1.56	96.16	0.19	0.07	72.2	13.2	23898	40.3
21013	27676	37.52	3.37	94.98	0.36	0.03	66	11.3	25065	41.1
21015	125656	86.73	2.76	91.78	2.43	0.17	90.5	28.2	39596	36.6
21017	20004	55.25	7.17	90.27	0.27	0.03	81.9	17.4	29556	41.6
21019	48716	74.68	2.63	94.40	0.39	0.17	83.9	15.8	28019	41.8
21021	29650	65.18	7.04	88.84	0.79	0.19	82.6	23.3	25535	40.7
21023	8404	0	0.02	98.43	0.10	0.00	74	11.6	29784	41
21025	13476	18.5	0.60	97.70	0.45	0.11	62.6	10.4	22476	41
21027	20000	0	1.77	95.73	0.38	0.00	76.1	7.8	22982	43.2
21029	77727	69.59	0.63	96.33	0.52	0.14	83.2	11.1	33103	39.7
21031	12828	0	1.14	96.41	0.00	0.34	72.6	7.8	26236	41
21033	12758	45.36	6.11	92.53	0.00	0.00	82.4	14	29880	42.4
21035	38302	51.28	3.62	91.48	1.70	0.30	85.4	28.2	27797	34.1
21037	91456	84.7	3.34	93.83	0.75	0.07	86.9	26.3	36264	37.9
21039	4954	0	1.86	96.53	0.06	0.48	78.9	10.6	26442	42.4
21041	10776	47.78	2.53	89.73	0.36	0.19	75	9.3	27141	38
21043	27292	20.62	0.89	97.96	0.12	0.14	72.5	10.2	25556	40.7
21045	15928	0	0.67	97.17	0.28	0.34	66.4	9.5	19422	42.6
21047	73936	71.44	20.49	71.85	1.49	0.63	84	13.7	27950	28.3
21049	35706	72.53	5.21	92.74	0.60	0.09	81.4	17.7	31918	42
21051	21160	21.43	4.01	93.65	0.06	0.34	58.9	7.5	22100	39
21053	10172	0	0.71	97.97	0.23	0.00	57.5	3.7	22249	40.9
21055	9211	29.18	1.27	97.32	0.05	0.09	75.3	9.3	24709	43.3
21057	6780	0	3.29	94.62	0.40	0.00	70.5	7.9	22083	45.2
21059	98724	72.98	4.65	91.50	1.15	0.14	86.7	18.2	31027	39.1
21061	12086	0	1.69	96.26	0.17	0.17	76.3	7.2	26036	42.9
21063	7661	0	2.34	97.28	0.05	0.09	69.6	7.1	17424	42.1
21065	14406	23.88	0.12	97.95	0.00	0.15	67	6.6	26087	42.7
21067	311529	96.93	14.55	75.83	3.50	0.33	88.3	39.1	33458	34.1
21069	14543	19.48	1.34	96.28	0.10	0.05	74.7	12.7	25636	40.6
21071	38144	16.13	0.73	97.82	0.30	0.10	68.9	11.7	25154	41
21073	49982	72.45	10.30	82.78	1.76	0.22	85.5	27.2	32361	40.8
21075	6323	35.56	26.14	71.22	0.35	0.06	77.6	10.9	24063	43
21077	8543	0	0.41	94.18	0.76	0.00	71.3	9	31277	37.2
21079	17051	22.11	1.21	96.14	0.16	0.14	78.8	13.8	27956	42.4
21081	24705	35.01	0.59	94.88	0.09	0.19	79.4	10.8	26080	36.6
21083	37379	30.59	4.52	90.90	0.40	0.17	79.3	14.4	25737	40.3
21085	26092	26.42	1.39	96.24	0.18	0.47	72.2	7.5	25549	40
21087	11123	0	2.24	95.24	0.39	0.00	73.4	11.4	26515	44
21089	36255	60.71	0.78	97.01	0.42	0.22	80.1	14.9	30258	43
21091	8716	10.69	1.15	96.75	0.09	0.00	84.1	10.8	30122	41.4
21093	107573	65.79	11.60	79.71	2.16	0.24	87.4	18.5	31033	36
21095	28031	45.84	2.44	95.52	0.41	0.13	68.4	11.1	27192	41.2
21097	18629	34.07	2.01	95.06	0.09	0.17	79.2	13.8	26641	42.4
21099	18510	12.81	4.76	93.29	0.23	0.33	67.7	9.2	23106	40.8
21101	46362	61.8	7.22	88.37	0.35	0.17	83.5	16.1	30354	40.2
21103	15528	0	3.47	93.30	0.00	0.27	80	14.1	27705	41.5
21105	4691	0	9.17	88.21	0.70	0.00	75.8	16.5	26367	47.3
21107	46359	52.88	6.32	90.08	0.51	0.32	77.8	13.2	28324	41
21109	13357	0	0.14	99.39	0.00	0.02	61.8	6.2	22688	40.6
21111	759724	98.63	20.96	72.72	2.55	0.15	86.9	28.5	32362	38
21113	51015	74.1	3.75	91.77	1.34	0.33	85.2	27.4	30798	37.6
21115	23280	26.98	0.44	97.68	0.74	0.12	67.8	10.5	25263	41.6
21117	163393	93.02	4.37	90.39	1.23	0.12	87	27.5	36107	36.7
21119	15884	0	0.96	97.44	0.07	0.00	67.1	12.4	29845	41.3
21121	31740	37.08	1.45	97.10	0.43	0.33	62.8	8.5	22238	40.1
21123	14127	24.05	3.52	92.63	0.33	0.13	76.8	12.1	25316	40.8
21125	59950	43.16	0.62	97.09	0.56	0.42	74.2	13.6	28194	39.1
21127	15870	22.89	0.45	97.75	0.43	0.03	70	8.2	22105	41.1
21129	6896	0	0.68	96.66	0.33	1.29	65.3	7.8	17236	42.8
21131	10869	0	0.40	98.01	0.64	0.00	56.8	8.1	29617	41.7
21133	23382	0	0.31	98.36	0.20	0.18	71	11.7	30694	41.7
21135	13646	0	0.40	98.60	0.00	0.45	66.2	11.6	22306	40.9
21137	24424	18.34	2.28	95.12	0.02	0.13	72.5	10.4	26849	40.5
21139	9353	4.62	0.24	97.54	0.10	0.52	79.1	10.7	26039	46.5
21141	26757	25.02	6.32	90.64	0.07	0.15	74.2	10.3	24916	40.6
21143	8325	0	5.59	92.16	0.44	0.30	81.2	10.8	19897	49
21145	65292	72.18	11.14	85.38	0.73	0.24	85.2	21	28907	42.4
21147	17850	0	5.93	90.62	0.18	0.68	64.7	8	20080	38.9
21149	9492	0	0.21	97.68	0.37	0.38	77.3	9.7	30628	41.4
21151	87324	61.48	4.46	91.73	0.96	0.36	83.8	27.4	31356	33.9
21153	12887	0	0.03	99.85	0.00	0.03	65.5	10.5	23026	41.2
21155	19497	28.49	8.06	89.38	0.76	0.00	78.4	11.4	26783	39.1
21157	31213	14.14	0.58	98.00	0.30	0.13	83.2	14.8	28456	44.8
21159	12478	0	5.07	93.98	0.00	0.09	64.6	8.9	29003	38.1
21161	17229	44.6	5.52	90.99	0.74	0.05	77.9	14.3	29119	40.9
21163	28751	14.1	3.52	91.99	0.78	0.69	85	11.5	28653	37.1
21165	6345	0	0.06	98.66	0.20	0.02	68.8	10.3	23830	44.1
21167	21411	40.86	3.71	92.75	0.51	0.19	82.3	17	31411	43
21169	9983	0	1.60	94.64	0.44	0.06	67.6	7.2	22865	43.5
21171	10692	0	2.57	96.05	0.13	0.03	74.6	11.6	21954	42.7
21173	27391	40.89	2.98	94.34	0.02	0.34	75.7	15.1	28717	38.9
21175	13379	0	3.19	94.24	0.52	0.07	68.8	11.8	20475	41.2
21177	31216	31.57	5.30	92.50	0.39	0.24	76.5	10.2	26437	41.5
21179	44875	43.06	5.38	91.61	0.21	0.30	83.8	15.4	31075	38
21181	7062	0	0.99	97.13	0.00	0.25	75.7	9.4	26424	42
21183	24152	26.51	2.22	95.78	0.53	0.02	73.8	9.4	24928	40.6
21185	63876	79.67	4.11	90.95	1.22	0.19	89.6	37	42549	39.1
21187	10673	0	1.79	96.07	0.00	0.18	81.3	18.6	31902	41.6
21189	4552	0	2.70	94.35	0.75	0.20	57.7	5.9	17609	41.7
21191	14509	0	0.78	98.08	0.13	0.10	77.9	10.5	31453	41.7
21193	27818	25.93	1.38	96.39	0.71	0.14	68.7	11.9	27364	41.1
21195	62791	12.2	0.87	97.52	0.51	0.13	71.2	12	29811	41.5
21197	12387	32.89	0.52	96.89	0.27	0.08	70.8	10.4	28722	38.7
21199	63772	46.05	1.10	96.30	0.69	0.26	76.1	14.5	25899	41.8
21201	2191	0	1.51	97.81	0.00	0.14	69.6	7.4	21573	47.7
21203	16893	16.28	0.21	97.80	0.02	1.28	68.5	11.6	26661	42.3
21205	24302	31.21	1.32	96.60	0.32	0.16	76.5	24.7	26127	31
21207	17684	0	0.25	95.78	0.42	0.14	72.3	12.7	26647	43.4
21209	51348	67.54	5.22	88.29	1.07	0.14	86.5	26.3	38542	36.1
21211	44967	52.99	7.25	87.21	0.98	0.05	83.1	23.2	33829	38.5
21213	17856	54.78	10.20	85.69	0.17	0.86	81.1	15.6	28121	40.1
21215	17798	0	1.70	96.07	0.44	0.06	83.7	16.6	35886	40.6
21217	25315	47.81	4.50	91.65	0.51	0.00	73.7	14.9	25548	38.6
21219	12465	0	7.99	86.52	0.05	0.06	72.8	10	27002	37.2
21221	14267	20.64	8.78	90.05	0.44	0.00	82.6	15.8	29083	45.1
21223	8751	5.3	0.00	99.06	0.01	0.06	79	13.1	31123	40.9
21225	15065	34.72	12.78	84.22	0.25	0.08	82.5	12.4	30259	37.7
21227	121066	68.82	9.20	82.13	3.24	0.33	84.7	27.5	30099	32.9
21229	12017	0	5.88	88.90	0.14	0.00	80.6	12.8	30641	41
21231	20557	32.27	2.39	94.87	0.02	0.07	67.2	9	22754	42.1
21233	13331	0	4.46	91.69	0.03	0.08	74.4	8.5	29619	39.8
21235	35842	34.84	0.98	96.89	0.43	0.16	70.2	11.9	23522	36.7
21237	7221	0	0.33	98.57	0.00	0.48	57.2	7.6	22133	41.8
21239	25591	63.84	4.70	89.86	0.23	0.05	88.4	33.1	36831	41.9
22001	62372	48.3	17.91	79.02	0.10	0.04	69.5	10.9	27430	35.8
22003	25619	30.58	19.71	73.37	0.80	2.01	71.8	9.1	26587	38.6
22005	117009	86.78	21.84	73.98	0.90	0.06	86.6	21.9	41190	35
22007	22973	55.01	29.95	67.82	0.21	0.61	69.2	8.5	32256	39.3
22009	41252	36.22	30.53	66.89	0.33	1.22	68.1	10.2	25624	38.1
22011	36435	33.51	13.12	82.50	0.49	0.79	83.5	14.8	31346	37.4
22013	13924	20.16	41.40	55.59	0.01	0.10	79.2	12.8	28172	42.3
22015	124720	75.66	21.48	72.73	1.60	0.58	86.7	21.6	33996	34.7
22017	253125	85.56	48.64	47.23	1.21	0.35	84.3	22	28204	36.8
22019	197233	79.5	24.84	70.72	1.30	0.35	81.6	19.2	31475	36.1
22021	9997	0	16.41	81.57	0.28	0.91	76.2	11.7	26167	39.7
22023	6739	0	1.59	95.33	0.52	0.00	81.6	11.7	30678	40.9
22025	10145	0	32.76	66.49	0.15	0.08	67.9	10.5	22100	38.2
22027	16452	17.64	50.50	46.13	0.03	0.55	74.7	11.3	24372	41.3
22029	20288	66.55	41.10	58.04	0.13	0.06	69.9	11	21049	37.4
